source,target,value
Ethiopia,Malta,6.0
Finland,Malta,52.0
France,Malta,26874.0
Germany,Malta,26295.0
Greece,Malta,14269.0
Honduras,Malta,14.0
Hungary,Malta,2769.0
India,Malta,623.0
Indonesia,Malta,851.0
Iran (Islamic Republic of),Malta,175.0
Ireland,Malta,10948.0
Israel,Malta,241.0
Italy,Malta,166815.0
Japan,Malta,2.0
Kenya,Malta,162.0
Latvia,Malta,1910.0
Lebanon,Malta,20.0
Libya,Malta,155.0
Lithuania,Malta,426.0
Luxembourg,Malta,51.0
Malaysia,Malta,98.0
Mauritius,Malta,11.0
Mexico,Malta,179.0
Morocco,Malta,927.0
Namibia,Malta,812.0
Netherlands,Malta,71494.0
New Zealand,Malta,3305.0
Nicaragua,Malta,58.0
Nigeria,Malta,2.0
North Macedonia,Malta,8.0
Norway,Malta,1.0
Pakistan,Malta,97.0
Panama,Malta,4.0
Peru,Malta,175.0
Philippines,Malta,157.0
Poland,Malta,13664.0
Portugal,Malta,341.0
Republic of Korea,Malta,200.0
Republic of Moldova,Malta,722.0
Romania,Malta,8094.0
Russian Federation,Malta,624.0
Saudi Arabia,Malta,47.0
Serbia,Malta,1332.0
Sierra Leone,Malta,6.0
Singapore,Malta,79.0
Slovakia,Malta,70.0
Slovenia,Malta,3841.0
South Africa,Malta,1237.0
Spain,Malta,36316.0
Sri Lanka,Malta,253.0
Sweden,Malta,1260.0
Switzerland,Malta,810.0
Thailand,Malta,3332.0
Trinidad and Tobago,Malta,68.0
Tunisia,Malta,282.0
Turkey,Malta,2361.0
Ukraine,Malta,1607.0
United Arab Emirates,Malta,128.0
United Kingdom,Malta,62307.0
United Republic of Tanzania,Malta,11.0
United States of America,Malta,3012.0
Unspecified Area,Malta,75.0
Uruguay,Malta,190.0
Viet Nam,Malta,471.0
Zambia,Malta,1.0
Zimbabwe,Malta,86.0
Albania,Mauritania,3.0
Algeria,Mauritania,2955.0
American Samoa,Mauritania,5.0
Antigua and Barbuda,Mauritania,7.0
Argentina,Mauritania,10.0
Bahrain,Mauritania,36.0
Bangladesh,Mauritania,70.0
Belgium,Mauritania,11937.0
Benin,Mauritania,119.0
Bosnia and Herzegovina,Mauritania,396.0
Brazil,Mauritania,30891.0
Bulgaria,Mauritania,2639.0
Cambodia,Mauritania,13.0
Canada,Mauritania,58.0
"China, Hong Kong SAR",Mauritania,25.0
"China, mainland",Mauritania,22638.0
Côte d'Ivoire,Mauritania,656.0
Denmark,Mauritania,2853.0
Egypt,Mauritania,3819.0
Eswatini,Mauritania,6.0
France,Mauritania,51520.0
Gambia,Mauritania,5.0
Georgia,Mauritania,25.0
Germany,Mauritania,19882.0
Ghana,Mauritania,7.0
Greece,Mauritania,3149.0
Guinea,Mauritania,99.0
Guinea-Bissau,Mauritania,1.0
Iceland,Mauritania,461.0
India,Mauritania,3697.0
Indonesia,Mauritania,12374.0
Iran (Islamic Republic of),Mauritania,116.0
Ireland,Mauritania,262.0
Italy,Mauritania,2430.0
Japan,Mauritania,16.0
Jordan,Mauritania,7.0
Kenya,Mauritania,85.0
Kuwait,Mauritania,30.0
Lao People's Democratic Republic,Mauritania,2.0
Latvia,Mauritania,12.0
Lebanon,Mauritania,6.0
Libya,Mauritania,7.0
Malaysia,Mauritania,13482.0
Mali,Mauritania,229.0
Malta,Mauritania,130.0
Mexico,Mauritania,65.0
Morocco,Mauritania,26805.0
Namibia,Mauritania,19.0
Netherlands,Mauritania,31721.0
Nigeria,Mauritania,215.0
Norway,Mauritania,26.0
Oman,Mauritania,246.0
Pakistan,Mauritania,6932.0
Panama,Mauritania,35.0
Peru,Mauritania,580.0
Poland,Mauritania,6771.0
Portugal,Mauritania,45.0
Qatar,Mauritania,149.0
Republic of Korea,Mauritania,71.0
Russian Federation,Mauritania,20434.0
Saudi Arabia,Mauritania,2592.0
Senegal,Mauritania,2801.0
Singapore,Mauritania,19201.0
Slovakia,Mauritania,317.0
Slovenia,Mauritania,13042.0
South Africa,Mauritania,108.0
Spain,Mauritania,9996.0
Sri Lanka,Mauritania,149.0
Suriname,Mauritania,1291.0
Switzerland,Mauritania,3173.0
Thailand,Mauritania,17005.0
Tunisia,Mauritania,1605.0
Turkey,Mauritania,10788.0
Uganda,Mauritania,24.0
Ukraine,Mauritania,10285.0
United Arab Emirates,Mauritania,2572.0
United Kingdom,Mauritania,2449.0
United Republic of Tanzania,Mauritania,8.0
United States of America,Mauritania,12079.0
Uruguay,Mauritania,193.0
Viet Nam,Mauritania,1902.0
Albania,Mauritius,4.0
Algeria,Mauritius,56.0
Antigua and Barbuda,Mauritius,66.0
Argentina,Mauritius,57970.0
Australia,Mauritius,62670.0
Austria,Mauritius,2825.0
Bahrain,Mauritius,572.0
Bangladesh,Mauritius,550.0
Barbados,Mauritius,1.0
Belgium,Mauritius,7269.0
Benin,Mauritius,1791.0
Bolivia (Plurinational State of),Mauritius,10.0
Botswana,Mauritius,43.0
Brazil,Mauritius,40722.0
Bulgaria,Mauritius,1385.0
Burkina Faso,Mauritius,1750.0
Cabo Verde,Mauritius,3.0
Cameroon,Mauritius,1224.0
Canada,Mauritius,4869.0
Chile,Mauritius,457.0
"China, Hong Kong SAR",Mauritius,1311.0
"China, Taiwan Province of",Mauritius,3136.0
"China, mainland",Mauritius,24086.0
Colombia,Mauritius,111.0
Comoros,Mauritius,2988.0
Cook Islands,Mauritius,1.0
Costa Rica,Mauritius,3.0
Cuba,Mauritius,71.0
Cyprus,Mauritius,462.0
Czechia,Mauritius,362.0
Côte d'Ivoire,Mauritius,970.0
Denmark,Mauritius,4944.0
Dominican Republic,Mauritius,65.0
Ecuador,Mauritius,31.0
Egypt,Mauritius,13893.0
El Salvador,Mauritius,1.0
Estonia,Mauritius,35.0
Eswatini,Mauritius,9392.0
Ethiopia,Mauritius,52.0
Finland,Mauritius,8.0
France,Mauritius,93477.0
Gabon,Mauritius,1.0
Georgia,Mauritius,9.0
Germany,Mauritius,5912.0
Ghana,Mauritius,167.0
Greece,Mauritius,420.0
Guam,Mauritius,1.0
Guatemala,Mauritius,359.0
Honduras,Mauritius,21.0
Hungary,Mauritius,97.0
Iceland,Mauritius,16.0
India,Mauritius,67806.0
Indonesia,Mauritius,15222.0
Iran (Islamic Republic of),Mauritius,62.0
Ireland,Mauritius,5417.0
Israel,Mauritius,131.0
Italy,Mauritius,19906.0
Japan,Mauritius,518.0
Jordan,Mauritius,383.0
Kenya,Mauritius,32173.0
Latvia,Mauritius,131.0
Lebanon,Mauritius,150.0
Liberia,Mauritius,197.0
Lithuania,Mauritius,4183.0
Luxembourg,Mauritius,12.0
Madagascar,Mauritius,34980.0
Malawi,Mauritius,456.0
Malaysia,Mauritius,28468.0
Mali,Mauritius,1012.0
Malta,Mauritius,353.0
Marshall Islands,Mauritius,13.0
Mexico,Mauritius,250.0
Morocco,Mauritius,560.0
Mozambique,Mauritius,10147.0
Myanmar,Mauritius,99.0
Namibia,Mauritius,44.0
Netherlands,Mauritius,12741.0
New Zealand,Mauritius,60714.0
North Macedonia,Mauritius,36.0
Norway,Mauritius,5.0
Oman,Mauritius,614.0
Pakistan,Mauritius,9932.0
Panama,Mauritius,28.0
Paraguay,Mauritius,88.0
Peru,Mauritius,37.0
Philippines,Mauritius,529.0
Poland,Mauritius,1842.0
Portugal,Mauritius,2719.0
Republic of Korea,Mauritius,1324.0
Republic of Moldova,Mauritius,56.0
Romania,Mauritius,20.0
Russian Federation,Mauritius,184.0
Saudi Arabia,Mauritius,941.0
Serbia,Mauritius,43.0
Seychelles,Mauritius,8.0
Sierra Leone,Mauritius,1.0
Singapore,Mauritius,3214.0
Slovakia,Mauritius,60.0
Slovenia,Mauritius,154.0
South Africa,Mauritius,107740.0
Spain,Mauritius,9725.0
Sri Lanka,Mauritius,624.0
Sudan,Mauritius,2.0
Sweden,Mauritius,154.0
Switzerland,Mauritius,6978.0
Syrian Arab Republic,Mauritius,3.0
Thailand,Mauritius,11193.0
Togo,Mauritius,451.0
Trinidad and Tobago,Mauritius,15.0
Tunisia,Mauritius,946.0
Turkey,Mauritius,6119.0
Uganda,Mauritius,237.0
Ukraine,Mauritius,723.0
United Arab Emirates,Mauritius,3894.0
United Kingdom,Mauritius,22616.0
United Republic of Tanzania,Mauritius,2538.0
United States of America,Mauritius,5168.0
Uruguay,Mauritius,155.0
Venezuela (Bolivarian Republic of),Mauritius,1.0
Viet Nam,Mauritius,1086.0
Zambia,Mauritius,5510.0
Zimbabwe,Mauritius,208.0
Albania,Mexico,54.0
Argentina,Mexico,152462.0
Armenia,Mexico,17.0
Australia,Mexico,34781.0
Austria,Mexico,6300.0
Bahamas,Mexico,385.0
Bangladesh,Mexico,4.0
Barbados,Mexico,5.0
Belgium,Mexico,42878.0
Belize,Mexico,74.0
Bolivia (Plurinational State of),Mexico,4104.0
Bosnia and Herzegovina,Mexico,1.0
Brazil,Mexico,294065.0
Bulgaria,Mexico,7336.0
Burkina Faso,Mexico,1.0
Cambodia,Mexico,91.0
Canada,Mexico,1643134.0
Cayman Islands,Mexico,88.0
Chile,Mexico,410723.0
"China, Hong Kong SAR",Mexico,551.0
"China, Taiwan Province of",Mexico,2876.0
"China, mainland",Mexico,166505.0
Colombia,Mexico,97653.0
Comoros,Mexico,340.0
Costa Rica,Mexico,116693.0
Croatia,Mexico,638.0
Cuba,Mexico,5531.0
Cyprus,Mexico,1102.0
Czechia,Mexico,4115.0
Côte d'Ivoire,Mexico,94113.0
Denmark,Mexico,31434.0
Djibouti,Mexico,400.0
Dominica,Mexico,1.0
Dominican Republic,Mexico,22816.0
Ecuador,Mexico,117047.0
Egypt,Mexico,2078.0
El Salvador,Mexico,5480.0
Estonia,Mexico,326.0
Eswatini,Mexico,38.0
Ethiopia,Mexico,746.0
Fiji,Mexico,2419.0
Finland,Mexico,758.0
France,Mexico,244484.0
French Polynesia,Mexico,2.0
Georgia,Mexico,169.0
Germany,Mexico,112185.0
Ghana,Mexico,510.0
Greece,Mexico,16325.0
Guatemala,Mexico,287659.0
Guinea,Mexico,4.0
Guyana,Mexico,6718.0
Haiti,Mexico,334.0
Honduras,Mexico,38738.0
Hungary,Mexico,2728.0
Iceland,Mexico,67.0
India,Mexico,67992.0
Indonesia,Mexico,122776.0
Iran (Islamic Republic of),Mexico,1162.0
Ireland,Mexico,43496.0
Israel,Mexico,2179.0
Italy,Mexico,114545.0
Jamaica,Mexico,2240.0
Japan,Mexico,11461.0
Jordan,Mexico,12.0
Kenya,Mexico,909.0
Latvia,Mexico,2528.0
Lebanon,Mexico,193.0
Lesotho,Mexico,191.0
Liberia,Mexico,1899.0
Lithuania,Mexico,27.0
Luxembourg,Mexico,1.0
Madagascar,Mexico,779.0
Malawi,Mexico,120.0
Malaysia,Mexico,73334.0
Mali,Mexico,9.0
Mauritius,Mexico,12.0
Morocco,Mexico,2573.0
Mozambique,Mexico,5401.0
Namibia,Mexico,7.0
Nepal,Mexico,1.0
Netherlands,Mexico,166615.0
New Zealand,Mexico,75449.0
Nicaragua,Mexico,83273.0
Nigeria,Mexico,28036.0
North Macedonia,Mexico,216.0
Norway,Mexico,1203.0
Pakistan,Mexico,1762.0
Panama,Mexico,2405.0
Papua New Guinea,Mexico,1275.0
Paraguay,Mexico,119063.0
Peru,Mexico,80691.0
Philippines,Mexico,22916.0
Poland,Mexico,16253.0
Portugal,Mexico,2394.0
Republic of Korea,Mexico,9293.0
Romania,Mexico,261.0
Russian Federation,Mexico,92644.0
Rwanda,Mexico,208.0
Saint Lucia,Mexico,9.0
Samoa,Mexico,1.0
Saudi Arabia,Mexico,13.0
Senegal,Mexico,93.0
Serbia,Mexico,835.0
Singapore,Mexico,10568.0
Slovakia,Mexico,976.0
Slovenia,Mexico,603.0
Somalia,Mexico,4.0
South Africa,Mexico,2028.0
Spain,Mexico,347333.0
Sri Lanka,Mexico,85791.0
Sudan,Mexico,8757.0
Sweden,Mexico,14516.0
Switzerland,Mexico,26167.0
Syrian Arab Republic,Mexico,642.0
Thailand,Mexico,39481.0
Togo,Mexico,1.0
Trinidad and Tobago,Mexico,99.0
Tunisia,Mexico,1196.0
Turkey,Mexico,26651.0
Uganda,Mexico,4848.0
Ukraine,Mexico,46873.0
United Arab Emirates,Mexico,95.0
United Kingdom,Mexico,203994.0
United Republic of Tanzania,Mexico,1546.0
United States of America,Mexico,17619397.0
Unspecified Area,Mexico,454.0
Uruguay,Mexico,120314.0
Venezuela (Bolivarian Republic of),Mexico,6225.0
Viet Nam,Mexico,60587.0
Zimbabwe,Mexico,14.0
Afghanistan,Mongolia,2.0
Algeria,Mongolia,2.0
Argentina,Mongolia,1135.0
Armenia,Mongolia,3.0
Australia,Mongolia,863.0
Austria,Mongolia,645.0
Azerbaijan,Mongolia,126.0
Belarus,Mongolia,839.0
Belgium,Mongolia,1450.0
Belize,Mongolia,1.0
Benin,Mongolia,1.0
Brazil,Mongolia,3225.0
Bulgaria,Mongolia,436.0
Burkina Faso,Mongolia,6.0
Burundi,Mongolia,1.0
Cambodia,Mongolia,5.0
Canada,Mongolia,40.0
Chad,Mongolia,4.0
Chile,Mongolia,635.0
"China, Hong Kong SAR",Mongolia,4128.0
"China, Macao SAR",Mongolia,14.0
"China, Taiwan Province of",Mongolia,151.0
"China, mainland",Mongolia,85175.0
Colombia,Mongolia,30.0
Costa Rica,Mongolia,9.0
Croatia,Mongolia,7.0
Cuba,Mongolia,3.0
Cyprus,Mongolia,25.0
Czechia,Mongolia,553.0
Côte d'Ivoire,Mongolia,3.0
Democratic People's Republic of Korea,Mongolia,89.0
Denmark,Mongolia,34.0
Dominican Republic,Mongolia,4.0
Ecuador,Mongolia,507.0
Egypt,Mongolia,80.0
Estonia,Mongolia,3.0
Ethiopia,Mongolia,10.0
Finland,Mongolia,409.0
France,Mongolia,4281.0
Georgia,Mongolia,968.0
Germany,Mongolia,19863.0
Greece,Mongolia,61.0
Guatemala,Mongolia,4343.0
Guinea,Mongolia,9.0
Guinea-Bissau,Mongolia,3.0
Honduras,Mongolia,5.0
Hungary,Mongolia,739.0
India,Mongolia,8430.0
Indonesia,Mongolia,2039.0
Iran (Islamic Republic of),Mongolia,71.0
Ireland,Mongolia,735.0
Israel,Mongolia,82.0
Italy,Mongolia,5760.0
Jamaica,Mongolia,1.0
Japan,Mongolia,3035.0
Kazakhstan,Mongolia,28587.0
Kenya,Mongolia,12.0
Kyrgyzstan,Mongolia,244.0
Latvia,Mongolia,137.0
Liberia,Mongolia,6.0
Lithuania,Mongolia,134.0
Malaysia,Mongolia,15136.0
Mali,Mongolia,2.0
Mauritius,Mongolia,1.0
Mexico,Mongolia,673.0
Morocco,Mongolia,575.0
Netherlands,Mongolia,3418.0
New Zealand,Mongolia,6167.0
Nicaragua,Mongolia,11.0
Niger,Mongolia,1.0
Nigeria,Mongolia,4.0
North Macedonia,Mongolia,3352.0
Pakistan,Mongolia,33.0
Panama,Mongolia,4.0
Peru,Mongolia,33.0
Philippines,Mongolia,2047.0
Poland,Mongolia,23123.0
Portugal,Mongolia,3.0
Republic of Korea,Mongolia,32950.0
Republic of Moldova,Mongolia,448.0
Romania,Mongolia,144.0
Russian Federation,Mongolia,161560.0
Saudi Arabia,Mongolia,40.0
Serbia,Mongolia,142.0
Sierra Leone,Mongolia,2.0
Singapore,Mongolia,1605.0
Slovakia,Mongolia,762.0
Slovenia,Mongolia,613.0
Solomon Islands,Mongolia,1.0
South Africa,Mongolia,481.0
Spain,Mongolia,980.0
Sri Lanka,Mongolia,930.0
Sudan,Mongolia,1.0
Sweden,Mongolia,954.0
Switzerland,Mongolia,320.0
Thailand,Mongolia,11104.0
Trinidad and Tobago,Mongolia,1.0
Tunisia,Mongolia,1.0
Turkey,Mongolia,4465.0
Ukraine,Mongolia,21481.0
United Arab Emirates,Mongolia,642.0
United Kingdom,Mongolia,1403.0
United Republic of Tanzania,Mongolia,1.0
United States of America,Mongolia,9591.0
Unspecified Area,Mongolia,50.0
Uruguay,Mongolia,2.0
Uzbekistan,Mongolia,185.0
Viet Nam,Mongolia,12289.0
Albania,Montenegro,5937.0
Argentina,Montenegro,1232.0
Australia,Montenegro,142.0
Austria,Montenegro,10832.0
Bangladesh,Montenegro,4.0
Barbados,Montenegro,6.0
Belarus,Montenegro,1.0
Belgium,Montenegro,4658.0
Bolivia (Plurinational State of),Montenegro,34.0
Bosnia and Herzegovina,Montenegro,30799.0
Brazil,Montenegro,12584.0
Bulgaria,Montenegro,4384.0
Cameroon,Montenegro,72.0
Canada,Montenegro,676.0
Cayman Islands,Montenegro,1.0
Chile,Montenegro,134.0
"China, Hong Kong SAR",Montenegro,14.0
"China, Taiwan Province of",Montenegro,22.0
"China, mainland",Montenegro,1101.0
Colombia,Montenegro,744.0
Comoros,Montenegro,3.0
Costa Rica,Montenegro,827.0
Croatia,Montenegro,28905.0
Cuba,Montenegro,180.0
Cyprus,Montenegro,47.0
Czechia,Montenegro,1366.0
Côte d'Ivoire,Montenegro,5.0
Denmark,Montenegro,150.0
Dominica,Montenegro,23.0
Ecuador,Montenegro,5220.0
Egypt,Montenegro,211.0
El Salvador,Montenegro,1.0
Estonia,Montenegro,77.0
Eswatini,Montenegro,9.0
Ethiopia,Montenegro,14.0
Finland,Montenegro,91.0
France,Montenegro,3189.0
French Polynesia,Montenegro,1.0
Germany,Montenegro,29230.0
Ghana,Montenegro,12.0
Greece,Montenegro,9358.0
Grenada,Montenegro,3.0
Guatemala,Montenegro,6.0
Honduras,Montenegro,10.0
Hungary,Montenegro,5112.0
Iceland,Montenegro,1.0
India,Montenegro,945.0
Indonesia,Montenegro,403.0
Iran (Islamic Republic of),Montenegro,342.0
Ireland,Montenegro,950.0
Israel,Montenegro,48.0
Italy,Montenegro,26729.0
Jamaica,Montenegro,5.0
Japan,Montenegro,26.0
Jordan,Montenegro,20.0
Kazakhstan,Montenegro,2.0
Kenya,Montenegro,133.0
Kyrgyzstan,Montenegro,762.0
Latvia,Montenegro,8.0
Lebanon,Montenegro,27.0
Lithuania,Montenegro,23.0
Luxembourg,Montenegro,1097.0
Madagascar,Montenegro,10.0
Malaysia,Montenegro,78.0
Mauritius,Montenegro,70.0
Mexico,Montenegro,506.0
Morocco,Montenegro,21.0
Namibia,Montenegro,1.0
Netherlands,Montenegro,26097.0
New Zealand,Montenegro,167.0
North Macedonia,Montenegro,14844.0
Norway,Montenegro,4.0
Pakistan,Montenegro,45.0
Panama,Montenegro,22.0
Paraguay,Montenegro,146.0
Peru,Montenegro,92.0
Philippines,Montenegro,29.0
Poland,Montenegro,8853.0
Portugal,Montenegro,82.0
Republic of Korea,Montenegro,1.0
Republic of Moldova,Montenegro,57.0
Romania,Montenegro,3772.0
Russian Federation,Montenegro,1628.0
Saudi Arabia,Montenegro,14.0
Senegal,Montenegro,1.0
Serbia,Montenegro,225727.0
Singapore,Montenegro,2.0
Slovakia,Montenegro,282.0
Slovenia,Montenegro,7593.0
South Africa,Montenegro,759.0
Spain,Montenegro,19366.0
Sri Lanka,Montenegro,82.0
Sudan,Montenegro,1.0
Sweden,Montenegro,159.0
Switzerland,Montenegro,249.0
Thailand,Montenegro,98.0
Trinidad and Tobago,Montenegro,1.0
Tunisia,Montenegro,79.0
Turkey,Montenegro,3692.0
Ukraine,Montenegro,3007.0
United Arab Emirates,Montenegro,11.0
United Kingdom,Montenegro,2909.0
United Republic of Tanzania,Montenegro,8.0
United States of America,Montenegro,1417.0
Unspecified Area,Montenegro,1494.0
Venezuela (Bolivarian Republic of),Montenegro,6.0
Viet Nam,Montenegro,321.0
Zambia,Montenegro,1.0
Zimbabwe,Montenegro,194.0
United States of America,Montserrat,51.0
Albania,Morocco,113.0
Algeria,Morocco,3094.0
Argentina,Morocco,428576.0
Australia,Morocco,11721.0
Austria,Morocco,8292.0
Bahamas,Morocco,1.0
Barbados,Morocco,5.0
Belarus,Morocco,1557.0
Belgium,Morocco,34346.0
Benin,Morocco,1107.0
Bolivia (Plurinational State of),Morocco,251.0
Brazil,Morocco,529566.0
Bulgaria,Morocco,36042.0
Burkina Faso,Morocco,2457.0
Cameroon,Morocco,1249.0
Canada,Morocco,253594.0
Chad,Morocco,180.0
Chile,Morocco,3919.0
"China, Hong Kong SAR",Morocco,44.0
"China, Taiwan Province of",Morocco,27.0
"China, mainland",Morocco,227692.0
Colombia,Morocco,2634.0
Congo,Morocco,7001.0
Costa Rica,Morocco,3882.0
Croatia,Morocco,225.0
Cuba,Morocco,1739.0
Czechia,Morocco,2331.0
Côte d'Ivoire,Morocco,6453.0
Democratic Republic of the Congo,Morocco,4829.0
Denmark,Morocco,5452.0
Dominican Republic,Morocco,252.0
Ecuador,Morocco,6022.0
Egypt,Morocco,102018.0
Estonia,Morocco,11744.0
Ethiopia,Morocco,277.0
Finland,Morocco,10640.0
France,Morocco,864342.0
Gabon,Morocco,2512.0
Georgia,Morocco,24.0
Germany,Morocco,224745.0
Ghana,Morocco,5843.0
Greece,Morocco,1932.0
Guatemala,Morocco,1561.0
Guinea,Morocco,21765.0
Guinea-Bissau,Morocco,112.0
Guyana,Morocco,1.0
Honduras,Morocco,210.0
Hungary,Morocco,17620.0
Iceland,Morocco,27.0
India,Morocco,33357.0
Indonesia,Morocco,35576.0
Iran (Islamic Republic of),Morocco,223.0
Iraq,Morocco,598.0
Ireland,Morocco,17366.0
Italy,Morocco,58352.0
Jamaica,Morocco,4.0
Japan,Morocco,278.0
Jordan,Morocco,2880.0
Kazakhstan,Morocco,49.0
Kenya,Morocco,5189.0
Kyrgyzstan,Morocco,42.0
Lao People's Democratic Republic,Morocco,487.0
Latvia,Morocco,11262.0
Lebanon,Morocco,486.0
Libya,Morocco,29.0
Lithuania,Morocco,7148.0
Luxembourg,Morocco,91.0
Madagascar,Morocco,9896.0
Malaysia,Morocco,20810.0
Mali,Morocco,3099.0
Malta,Morocco,87.0
Mauritania,Morocco,2.0
Mexico,Morocco,2859.0
Mozambique,Morocco,745.0
Myanmar,Morocco,27.0
Namibia,Morocco,3.0
Nepal,Morocco,2.0
Netherlands,Morocco,137168.0
New Zealand,Morocco,64842.0
Nicaragua,Morocco,6.0
Niger,Morocco,113.0
Nigeria,Morocco,23554.0
North Macedonia,Morocco,261.0
Norway,Morocco,1933.0
Oman,Morocco,55.0
Pakistan,Morocco,767.0
Palestine,Morocco,129.0
Panama,Morocco,84.0
Papua New Guinea,Morocco,1.0
Paraguay,Morocco,10901.0
Peru,Morocco,3482.0
Philippines,Morocco,920.0
Poland,Morocco,31338.0
Portugal,Morocco,29593.0
Republic of Korea,Morocco,230.0
Romania,Morocco,47157.0
Russian Federation,Morocco,210975.0
Rwanda,Morocco,59.0
Saudi Arabia,Morocco,3301.0
Senegal,Morocco,2043.0
Serbia,Morocco,6585.0
Sierra Leone,Morocco,216.0
Singapore,Morocco,527.0
Slovakia,Morocco,1568.0
Slovenia,Morocco,114.0
South Africa,Morocco,1945.0
Spain,Morocco,334867.0
Sri Lanka,Morocco,1708.0
Sudan,Morocco,32.0
Sweden,Morocco,8345.0
Switzerland,Morocco,83147.0
Syrian Arab Republic,Morocco,10348.0
Tajikistan,Morocco,10.0
Thailand,Morocco,3742.0
Togo,Morocco,8797.0
Tokelau,Morocco,10.0
Tunisia,Morocco,68919.0
Turkey,Morocco,63404.0
Turkmenistan,Morocco,10.0
Uganda,Morocco,6707.0
Ukraine,Morocco,273447.0
United Arab Emirates,Morocco,36249.0
United Kingdom,Morocco,48244.0
United Republic of Tanzania,Morocco,3572.0
United States of America,Morocco,451542.0
Uruguay,Morocco,11037.0
Uzbekistan,Morocco,68.0
Viet Nam,Morocco,16498.0
Zambia,Morocco,1.0
Zimbabwe,Morocco,417.0
Angola,Namibia,582.0
Argentina,Namibia,6156.0
Australia,Namibia,172.0
Austria,Namibia,1416.0
Belgium,Namibia,1890.0
Bosnia and Herzegovina,Namibia,1.0
Botswana,Namibia,1206.0
Brazil,Namibia,1808.0
Bulgaria,Namibia,1.0
Cambodia,Namibia,21.0
Canada,Namibia,3869.0
"China, Hong Kong SAR",Namibia,208.0
"China, Taiwan Province of",Namibia,25.0
"China, mainland",Namibia,7412.0
Croatia,Namibia,2.0
Cuba,Namibia,2.0
Czechia,Namibia,2.0
Denmark,Namibia,2565.0
Ecuador,Namibia,1.0
Egypt,Namibia,74.0
Eswatini,Namibia,576.0
France,Namibia,2306.0
Germany,Namibia,27440.0
Ghana,Namibia,5.0
Greece,Namibia,90.0
Hungary,Namibia,6.0
Iceland,Namibia,44.0
India,Namibia,11715.0
Indonesia,Namibia,95.0
Iran (Islamic Republic of),Namibia,43.0
Ireland,Namibia,1259.0
Israel,Namibia,126.0
Italy,Namibia,513.0
Japan,Namibia,15.0
Kenya,Namibia,45.0
Lebanon,Namibia,25.0
Lithuania,Namibia,2417.0
Malaysia,Namibia,433.0
Mauritius,Namibia,182.0
Mexico,Namibia,3820.0
Netherlands,Namibia,3422.0
Nigeria,Namibia,2.0
Panama,Namibia,17.0
Poland,Namibia,5.0
Portugal,Namibia,384.0
Republic of Korea,Namibia,2.0
Russian Federation,Namibia,1815.0
Saudi Arabia,Namibia,66.0
Seychelles,Namibia,1309.0
Singapore,Namibia,992.0
South Africa,Namibia,687955.0
Spain,Namibia,338.0
Sweden,Namibia,123.0
Switzerland,Namibia,300.0
Thailand,Namibia,681.0
Turkey,Namibia,76.0
Ukraine,Namibia,13.0
United Arab Emirates,Namibia,175.0
United Kingdom,Namibia,2257.0
United Republic of Tanzania,Namibia,3.0
United States of America,Namibia,10201.0
Unspecified Area,Namibia,229.0
Viet Nam,Namibia,38.0
Zambia,Namibia,9349.0
Zimbabwe,Namibia,411.0
"China, mainland",Nepal,208.0
India,Nepal,193582.0
Thailand,Nepal,39.0
Afghanistan,Netherlands,91.0
Albania,Netherlands,479.0
Algeria,Netherlands,6050.0
Angola,Netherlands,4.0
Antigua and Barbuda,Netherlands,136.0
Argentina,Netherlands,1307122.0
Armenia,Netherlands,601.0
Aruba,Netherlands,464.0
Australia,Netherlands,203970.0
Austria,Netherlands,317969.0
Azerbaijan,Netherlands,819.0
Bahamas,Netherlands,1.0
Bahrain,Netherlands,1133.0
Bangladesh,Netherlands,4860.0
Barbados,Netherlands,4800.0
Belarus,Netherlands,2846.0
Belgium,Netherlands,5785517.0
Belize,Netherlands,11675.0
Benin,Netherlands,3459.0
Bermuda,Netherlands,272.0
Bolivia (Plurinational State of),Netherlands,21955.0
Bosnia and Herzegovina,Netherlands,1740.0
Botswana,Netherlands,3751.0
Brazil,Netherlands,3557025.0
British Virgin Islands,Netherlands,2356.0
Bulgaria,Netherlands,132620.0
Burkina Faso,Netherlands,12714.0
Cabo Verde,Netherlands,113.0
Cambodia,Netherlands,21252.0
Cameroon,Netherlands,349116.0
Canada,Netherlands,209522.0
Chad,Netherlands,1.0
Chile,Netherlands,788763.0
"China, Hong Kong SAR",Netherlands,24399.0
"China, Macao SAR",Netherlands,4.0
"China, Taiwan Province of",Netherlands,51008.0
"China, mainland",Netherlands,915078.0
Colombia,Netherlands,457347.0
Comoros,Netherlands,1923.0
Congo,Netherlands,297.0
Costa Rica,Netherlands,518416.0
Croatia,Netherlands,13772.0
Cuba,Netherlands,4735.0
Cyprus,Netherlands,12229.0
Czechia,Netherlands,181757.0
Côte d'Ivoire,Netherlands,1318319.0
Democratic Republic of the Congo,Netherlands,3030.0
Denmark,Netherlands,419599.0
Djibouti,Netherlands,839.0
Dominica,Netherlands,2827.0
Dominican Republic,Netherlands,119235.0
Ecuador,Netherlands,425142.0
Egypt,Netherlands,178678.0
El Salvador,Netherlands,15684.0
Estonia,Netherlands,17112.0
Eswatini,Netherlands,10732.0
Ethiopia,Netherlands,193607.0
Falkland Islands (Malvinas),Netherlands,188.0
Faroe Islands,Netherlands,94.0
Fiji,Netherlands,17005.0
